YEAR,DISTRICT ,TOTAL CANDIDATES,Total DIV 1,% DIV 1,Total DIV 2,% DIV 2,Total DIV 3,% DIV 3,Total DIV 4,% DIV 4,Total DIV 7,% DIV 7,Total DIV 9,% DIV 9,Total DIV X,% X,FEMALE CANDIDATES,FEMALE TOTAL DIV1 ,FEMALE % DIV1 ,FEMALE TOTAL DIV2 ,FEMALE % DIV2,FEMALE TOTAL DIV3,FEMALE % DIV3,FEMALE TOTAL DIV4,FEMALE % DIV4,FEMALE TOTAL DIV7,FEMALE % DIV7,FEMALE TOTAL DIV9,FEMALE % DIV9,FEMALE TOTAL X,FEMALE % X ,MALE CANDIDATES,MALE TOTAL DIV1 ,MALE % DIV1 ,MALE TOTAL DIV2,MALE % DIV2,MALE TOTAL DIV3,MALE % DIV3,MALE TOTAL DIV4,MALE % DIV4 ,MALE TOTAL DIV7,MALE % DIV7,MALE TOTAL DIV9,MALE % DIV9,MALE TOTAL X,MALE % X
numeric,string,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
2015,ALEBTONG ,651,10,1.5,87,13.4,206,31.6,304,46.7,1,0.2,33,5.1,10,1.5,335,2,0.6,38,11.3,92,27.5,179,53.4,0,0,21,6.3,3,0.9,316,8,2.5,49,15.5,114,36.1,125,39.6,1,0.3,12,3.8,7,2.2
2015,HOIMA ,4322,386,8.9,589,13.6,910,21.1,1794,41.5,10,0.2,524,12.1,109,2.5,2185,130,5.9,281,12.9,471,21.6,951,43.5,1,0,298,13.6,53,2.4,2137,256,12,308,14.4,439,20.5,843,39.4,9,0.4,226,10.6,56,2.6
2015,NAKAPIRIPIRIT ,214,3,1.4,15,7,32,15,124,57.9,0,0,29,13.6,11,5.1,98,0,0,1,1,9,9.2,63,64.3,0,0,23,23.5,2,2,116,3,2.6,14,12.1,23,19.8,61,52.6,0,0,6,5.2,9,7.8
2015,KIBUKU ,1566,62,4,221,14.1,311,19.9,715,45.7,5,0.3,209,13.3,43,2.7,607,13,2.1,65,10.7,109,18,313,51.6,1,0.2,94,15.5,12,2,959,49,5.1,156,16.3,202,21.1,402,41.9,4,0.4,115,12,31,3.2
2015,BUHWEJU ,511,9,1.8,73,14.3,128,25,264,51.7,0,0,30,5.9,7,1.4,268,2,0.7,25,9.3,53,19.8,165,61.6,0,0,19,7.1,4,1.5,243,7,2.9,48,19.8,75,30.9,99,40.7,0,0,11,4.5,3,1.2
2015,ISINGIRO ,2050,66,3.2,312,15.2,508,24.8,945,46.1,10,0.5,158,7.7,51,2.5,1129,22,1.9,149,13.2,266,23.6,556,49.2,2,0.2,107,9.5,27,2.4,921,44,4.8,163,17.7,242,26.3,389,42.2,8,0.9,51,5.5,24,2.6
2015,KANUNGU ,2447,131,5.4,366,15,583,23.8,1105,45.2,7,0.3,198,8.1,57,2.3,1252,45,3.6,136,10.9,282,22.5,640,51.1,5,0.4,119,9.5,25,2,1195,86,7.2,230,19.2,301,25.2,465,38.9,2,0.2,79,6.6,32,2.7
2015,MASINDI ,2774,163,5.9,457,16.5,680,24.5,1122,40.4,5,0.2,265,9.6,82,3,1294,39,3,169,13.1,317,24.5,604,46.7,3,0.2,122,9.4,40,3.1,1480,124,8.4,288,19.5,363,24.5,518,35,2,0.1,143,9.7,42,2.8
2015,KIRYANDONGO ,1735,113,6.5,367,21.2,487,28.1,613,35.3,6,0.3,98,5.6,51,2.9,761,27,3.5,145,19.1,240,31.5,275,36.1,1,0.1,51,6.7,22,2.9,974,86,8.8,222,22.8,247,25.4,338,34.7,5,0.5,47,4.8,29,3
2015,NEBBI ,1808,56,3.1,186,10.3,399,22.1,892,49.3,3,0.2,198,11,74,4.1,614,4,0.7,31,5,116,18.9,350,57,0,0,90,14.7,23,3.7,1194,52,4.4,155,13,283,23.7,542,45.4,3,0.3,108,9,51,4.3
2015,KYANKWANZI ,647,20,3.1,58,9,114,17.6,352,54.4,2,0.3,82,12.7,19,2.9,306,8,2.6,22,7.2,41,13.4,183,59.8,0,0,43,14.1,9,2.9,341,12,3.5,36,10.6,73,21.4,169,49.6,2,0.6,39,11.4,10,2.9
2015,KAABONG ,203,11,5.4,45,22.2,61,30,63,31,0,0,17,8.4,6,3,76,1,1.3,7,9.2,18,23.7,35,46.1,0,0,13,17.1,2,2.6,127,10,7.9,38,29.9,43,33.9,28,22,0,0,4,3.1,4,3.1
2015,KABAROLE ,4049,177,4.4,501,12.4,755,18.6,1912,47.2,36,0.9,574,14.2,94,2.3,2007,69,3.4,209,10.4,364,18.1,1006,50.1,11,0.5,306,15.2,42,2.1,2042,108,5.3,292,14.3,391,19.1,906,44.4,25,1.2,268,13.1,52,2.5
2012,AMUDAT ,52,0,0,4,7.7,12,23.1,33,63.5,0,0,2,3.8,1,1.9,12,0,0,1,8.3,1,8.3,9,75,0,0,0,0,1,8.3,40,0,0,3,7.5,11,27.5,24,60,0,0,2,5,0,0
2012,PADER ,609,30,4.9,110,18.1,192,31.5,245,40.2,2,0.3,19,3.1,11,1.8,201,5,2.5,28,13.9,49,24.4,105,52.2,0,0,10,5,4,2,408,25,6.1,82,20.1,143,35,140,34.3,2,0.5,9,2.2,7,1.7
2012,SERERE ,1238,22,1.8,131,10.6,337,27.2,639,51.6,6,0.5,57,4.6,46,3.7,505,7,1.4,43,8.5,128,25.3,278,55,2,0.4,32,6.3,15,3,733,15,2,88,12,209,28.5,361,49.2,4,0.5,25,3.4,31,4.2
2012,RUBIRIZI ,880,59,6.7,192,21.8,252,28.6,354,40.2,2,0.2,12,1.4,9,1,420,15,3.6,85,20.2,115,27.4,193,46,0,0,9,2.1,3,0.7,460,44,9.6,107,23.3,137,29.8,161,35,2,0.4,3,0.7,6,1.3
2012,MITYANA ,4411,261,5.9,656,14.9,983,22.3,2274,51.6,10,0.2,147,3.3,80,1.8,2394,90,3.8,315,13.2,528,22.1,1325,55.3,5,0.2,86,3.6,45,1.9,2017,171,8.5,341,16.9,455,22.6,949,47.1,5,0.2,61,3,35,1.7
2012,NWOYA ,299,5,1.7,26,8.7,88,29.4,157,52.5,2,0.7,13,4.3,8,2.7,88,0,0,5,5.7,18,20.5,55,62.5,0,0,7,8,3,3.4,211,5,2.4,21,10,70,33.2,102,48.3,2,0.9,6,2.8,5,2.4
2012,NAKASEKE ,1396,55,3.9,203,14.5,353,25.3,717,51.4,4,0.3,39,2.8,25,1.8,713,14,2,100,14,172,24.1,393,55.1,1,0.1,18,2.5,15,2.1,683,41,6,103,15.1,181,26.5,324,47.4,3,0.4,21,3.1,10,1.5
2012,BUIKWE ,4547,312,6.9,877,19.3,1114,24.5,2001,44,7,0.2,150,3.3,86,1.9,2345,94,4,433,18.5,578,24.6,1095,46.7,3,0.1,95,4.1,47,2,2202,218,9.9,444,20.2,536,24.3,906,41.1,4,0.2,55,2.5,39,1.8
2012,JINJA ,6972,561,8,1253,18,1636,23.5,2902,41.6,57,0.8,411,5.9,152,2.2,3380,119,3.5,514,15.2,849,25.1,1567,46.4,31,0.9,228,6.7,72,2.1,3592,442,12.3,739,20.6,787,21.9,1335,37.2,26,0.7,183,5.1,80,2.2
2012,GULU ,3184,135,4.2,515,16.2,931,29.2,1342,42.1,24,0.8,162,5.1,75,2.4,1248,24,1.9,147,11.8,368,29.5,576,46.2,7,0.6,99,7.9,27,2.2,1936,111,5.7,368,19,563,29.1,766,39.6,17,0.9,63,3.3,48,2.5
2012,MARACHA ,771,17,2.2,127,16.5,240,31.1,331,42.9,2,0.3,34,4.4,20,2.6,313,0,0,28,8.9,95,30.4,162,51.8,0,0,22,7,6,1.9,458,17,3.7,99,21.6,145,31.7,169,36.9,2,0.4,12,2.6,14,3.1
2012,BUYENDE ,996,11,1.1,82,8.2,221,22.2,566,56.8,4,0.4,78,7.8,34,3.4,326,2,0.6,21,6.4,46,14.1,211,64.7,0,0,30,9.2,16,4.9,670,9,1.3,61,9.1,175,26.1,355,53,4,0.6,48,7.2,18,2.7
2012,KYEGEGWA ,634,17,2.7,73,11.5,143,22.6,336,53,3,0.5,38,6,24,3.8,246,2,0.8,22,8.9,52,21.1,139,56.5,0,0,24,9.8,7,2.8,388,15,3.9,51,13.1,91,23.5,197,50.8,3,0.8,14,3.6,17,4.4
2012,WAKISO ,26098,3934,15.1,5583,21.4,6469,24.8,9064,34.7,77,0.3,525,2,446,1.7,14005,1622,11.6,2870,20.5,3587,25.6,5341,38.1,19,0.1,324,2.3,242,1.7,12093,2312,19.1,2713,22.4,2882,23.8,3723,30.8,58,0.5,201,1.7,204,1.7
2012,KOLE ,690,47,6.8,143,20.7,232,33.6,244,35.4,1,0.1,14,2,9,1.3,273,26,9.5,48,17.6,68,24.9,117,42.9,0,0,10,3.7,4,1.5,417,21,5,95,22.8,164,39.3,127,30.5,1,0.2,4,1,5,1.2
2012,KALUNGU ,2052,212,10.3,405,19.7,458,22.3,893,43.5,11,0.5,23,1.1,50,2.4,1200,111,9.3,242,20.2,260,21.7,535,44.6,7,0.6,11,0.9,34,2.8,852,101,11.9,163,19.1,198,23.2,358,42,4,0.5,12,1.4,16,1.9
2012,KITGUM ,299,1,0.3,25,8.4,91,30.4,158,52.8,0,0,19,6.4,5,1.7,98,0,0,6,6.1,15,15.3,65,66.3,0,0,11,11.2,1,1,201,1,0.5,19,9.5,76,37.8,93,46.3,0,0,8,4,4,2
2012,NTOROKO ,201,1,0.5,18,9,39,19.4,125,62.2,0,0,12,6,6,3,89,0,0,8,9,14,15.7,57,64,0,0,5,5.6,5,5.6,112,1,0.9,10,8.9,25,22.3,68,60.7,0,0,7,6.3,1,0.9
2012,ABIM ,410,4,1,60,14.6,142,34.6,176,42.9,0,0,12,2.9,16,3.9,182,0,0,22,12.1,59,32.4,86,47.3,0,0,9,4.9,6,3.3,228,4,1.8,38,16.7,83,36.4,90,39.5,0,0,3,1.3,10,4.4
2012,OTUKE ,328,35,10.7,121,36.9,99,30.2,65,19.8,0,0,7,2.1,1,0.3,81,2,2.5,31,38.3,23,28.4,20,24.7,0,0,5,6.2,0,0,247,33,13.4,90,36.4,76,30.8,45,18.2,0,0,2,0.8,1,0.4
2012,MOYO ,1098,15,1.4,103,9.4,269,24.5,555,50.5,6,0.5,116,10.6,34,3.1,402,0,0,17,4.2,73,18.2,222,55.2,2,0.5,76,18.9,12,3,696,15,2.2,86,12.4,196,28.2,333,47.8,4,0.6,40,5.7,22,3.2
2012,NAKASONGOLA ,1537,47,3.1,219,14.2,440,28.6,720,46.8,3,0.2,67,4.4,41,2.7,699,12,1.7,58,8.3,197,28.2,359,51.4,2,0.3,45,6.4,26,3.7,838,35,4.2,161,19.2,243,29,361,43.1,1,0.1,22,2.6,15,1.8
2012,KWEEN ,815,4,0.5,59,7.2,214,26.3,459,56.3,3,0.4,65,8,11,1.3,350,1,0.3,8,2.3,79,22.6,216,61.7,1,0.3,41,11.7,4,1.1,465,3,0.6,51,11,135,29,243,52.3,2,0.4,24,5.2,7,1.5
2012,SIRONKO ,1660,29,1.7,176,10.6,344,20.7,909,54.8,7,0.4,161,9.7,34,2,770,4,0.5,42,5.5,160,20.8,450,58.4,5,0.6,93,12.1,16,2.1,890,25,2.8,134,15.1,184,20.7,459,51.6,2,0.2,68,7.6,18,2
2012,AMURU ,268,11,4.1,51,19,99,36.9,94,35.1,0,0,8,3,5,1.9,56,0,0,3,5.4,18,32.1,31,55.4,0,0,4,7.1,0,0,212,11,5.2,48,22.6,81,38.2,63,29.7,0,0,4,1.9,5,2.4
2012,BUGIRI ,647,5,0.8,27,4.2,121,18.7,374,57.8,7,1.1,84,13,29,4.5,242,0,0,7,2.9,36,14.9,149,61.6,1,0.4,39,16.1,10,4.1,405,5,1.2,20,4.9,85,21,225,55.6,6,1.5,45,11.1,19,4.7
2012,NAPAK ,133,12,9,48,36.1,51,38.3,20,15,0,0,2,1.5,0,0,106,9,8.5,42,39.6,42,39.6,12,11.3,0,0,1,0.9,0,0,27,3,11.1,6,22.2,9,33.3,8,29.6,0,0,1,3.7,0,0
2012,BUTAMBALA ,2309,298,12.9,459,19.9,474,20.5,991,42.9,4,0.2,31,1.3,52,2.3,1186,110,9.3,224,18.9,251,21.2,538,45.4,4,0.3,23,1.9,36,3,1123,188,16.7,235,20.9,223,19.9,453,40.3,0,0,8,0.7,16,1.4
2012,ZOMBO ,520,6,1.2,40,7.7,119,22.9,288,55.4,1,0.2,44,8.5,22,4.2,160,0,0,8,5,25,15.6,101,63.1,1,0.6,17,10.6,8,5,360,6,1.7,32,8.9,94,26.1,187,51.9,0,0,27,7.5,14,3.9
2012,LIRA ,4271,212,5,782,18.3,1213,28.4,1769,41.4,17,0.4,187,4.4,91,2.1,1804,50,2.8,261,14.5,478,26.5,851,47.2,9,0.5,119,6.6,36,2,2467,162,6.6,521,21.1,735,29.8,918,37.2,8,0.3,68,2.8,55,2.2
2012,SOROTI ,4226,254,6,848,20.1,1193,28.2,1678,39.7,4,0.1,183,4.3,66,1.6,1752,32,1.8,267,15.2,524,29.9,810,46.2,1,0.1,91,5.2,27,1.5,2474,222,9,581,23.5,669,27,868,35.1,3,0.1,92,3.7,39,1.6
2012,NGORA ,1321,67,5.1,204,15.4,378,28.6,585,44.3,3,0.2,61,4.6,23,1.7,610,21,3.4,84,13.8,177,29,283,46.4,0,0,35,5.7,10,1.6,711,46,6.5,120,16.9,201,28.3,302,42.5,3,0.4,26,3.7,13,1.8
2012,BUNDIBUGYO ,654,15,2.3,57,8.7,149,22.8,310,47.4,3,0.5,79,12.1,41,6.3,199,1,0.5,17,8.5,42,21.1,98,49.2,0,0,25,12.6,16,8,455,14,3.1,40,8.8,107,23.5,212,46.6,3,0.7,54,11.9,25,5.5
2012,KABERAMAIDO ,875,4,0.5,60,6.9,215,24.6,500,57.1,2,0.2,71,8.1,23,2.6,302,0,0,8,2.6,61,20.2,201,66.6,0,0,26,8.6,6,2,573,4,0.7,52,9.1,154,26.9,299,52.2,2,0.3,45,7.9,17,3
2012,MPIGI ,3810,358,9.4,901,23.6,897,23.5,1558,40.9,8,0.2,31,0.8,57,1.5,2064,133,6.4,461,22.3,494,23.9,917,44.4,4,0.2,18,0.9,37,1.8,1746,225,12.9,440,25.2,403,23.1,641,36.7,4,0.2,13,0.7,20,1.1
2012,BUDAKA ,1637,53,3.2,265,16.2,429,26.2,764,46.7,1,0.1,98,6,27,1.6,718,23,3.2,122,17,194,27,326,45.4,0,0,42,5.8,11,1.5,919,30,3.3,143,15.6,235,25.6,438,47.7,1,0.1,56,6.1,16,1.7
